record,uuid,date,markers,status,vtest,vpanelPartnerId,vnetMRsrc,vsampleSource,noanswerh_age_n99,hINCOME,hGENDER,hAGE,hHOUSEHOLD,hHOUSEHOLD_newr1,hHOUSEHOLD_newr2,hHOUSEHOLD_newr3,hHOUSEHOLD_newr4,hHOUSEHOLD_newr5,hHOUSEHOLD_newr6,hHOUSEHOLD_newr7,hHOUSEHOLD_newr8,hHOUSEHOLD_newr9,hSTATE,Q1r1,Q1r2,Q1r3,Q1r4,Q1r5,Q1r6,Q1r7,Q1r8,Q2,Q3,Q3r17oe,Q4,Q4r9oe,hGroup,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,Q5r7,Q5r8,Q6,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Q7r6,Q7r7,Q7r8,Q7r9,Q7r10,Q7r11,Q7r12,Q8,Q9r1,Q10r1,Q11,Q12r1,Q12r2,Q12r3,Q12r4,Q12r5,Q12r6,Q12r7,Q12r8,Q12r9,Q12r10,Q12r11,Q12r12,Q12r13,Q12r14,Q12r15,Q12r16,Q12r17,Q12r16oe,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r14,Q13r15,Q13r16,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r14,Q14r15,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q16r1,Q16r2,Q16r3,Q16r4,Q16r5,Q16r6,Q16r7,Q16r8,Q16r9,Q16r8oe,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q17r14oe,Q18r1,Q18r2,Q18r3,Q18r4,Q19,Q20r1,Q20r2,Q20r3,Q20r4,Q20r5,Q20r6,Q20r7,Q20r8,Q20r9,Q20r10,Q20r11,Q20r12,Q20r13,Q20r14,Q20r17,Q20r15,Q20r16,Q20r15oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,nweightweight2,nweightweight1,nweightweight3,vdropout,ssc,source,list,url,exitURL,ipAddress,userAgent,panelPartnerId,l,countryCode,i,batchno,test,ac,sn,lang,gmid,gh,netMRsrc,sourceid,x,y,uid,sampleSource,h,r,pp,dcua,supplierID,session,rid,fedResponseID,RISN
46,29wgq0xjwx2u3hnw,2018-09-27 11:56:35,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,110,1,6,,1,0,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,2,11,,2,,1,3,4,4,3,1,99,4,4,2,99,99,99,99,1,99,99,99,99,2,99,99,1,check on claim status,nothing,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,3,,,3,,,,,,4,2,2,2,4,4,4,3,2,3,3,2,3,4,3,4,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,1107.554249,4,,2,,5,6,2018-09-27 11:38:16,1.73962963,1.73962963,1.73962963,,69a42ea89feca68877273f3e464236f9,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,b2b6c96483208bae,607252,E,13549217,,,GTM,75,1,,gtm,110,4,1,..,,pu28dz7eac57qq2d,,,
57,h8m89fkny9fxkryu,2018-09-27 11:51:45,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,99998,2,6,,1,0,0,0,0,0,0,0,0,29,1,0,1,0,1,1,0,0,2,14,,3,,2,1,4,4,4,99,99,3,3,2,1,1,1,3,1,1,1,99,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,2,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,211.1658819,4,,10,,5,6,2018-09-27 11:48:20,0.639908676,0.639908676,0.639908676,,5cae9d8b1105af68a233139ce3e763c2,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,9641841a9a562829,607252,E,35451842,,,GTM,76,2,,gtm,99998,29,1,..,,nf9r8hushwxbgxe4,,,
66,z7mf6nk7txc0k126,2018-09-27 11:59:46,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,109,2,6,,1,0,0,0,0,0,0,0,0,54,1,0,1,1,1,1,0,0,2,7,,3,,2,2,3,3,3,2,99,3,3,2,2,1,1,1,1,2,1,99,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,3,3,2,2,3,2,3,2,2,2,3,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,266.1364491,5,,3,,5,6,2018-09-27 11:55:24,0.639908676,0.639908676,0.639908676,,797ac72194a8ef4ad8fec62c6fe9aa6f,,1,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,US,,,,220ce715cf24dd32,607252,E,17479946,,,GTM,71,2,,gtm,109,54,1,..,,c6j2ejn4d775d257,,,
65,b71qy5ka5rb2wryk,2018-09-27 12:00:39,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,115,1,6,,1,0,0,0,0,0,0,0,0,29,1,0,1,1,1,1,0,0,2,7,,1,,4,2,3,3,2,2,99,3,3,2,3,1,2,1,1,2,1,99,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,3,1,3,2,4,2,1,2,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,344.2278068,4,,10,,5,6,2018-09-27 11:55:01,0.187453184,0.187453184,0.187453184,,a152a676952fde1a7885543bbeca71c7,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,182b867b993a9cef,607252,E,11308385,,,GTM,76,1,,gtm,115,29,1,..,,v8kk5bnre02d2g7m,,,
68,195acgu1pj29zcw0,2018-09-27 12:03:38,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,113,1,5,,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,7,,2,,1,2,4,3,4,1,99,4,4,2,1,1,1,1,1,1,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,291.8482251,4,,10,,5,6,2018-09-27 11:58:52,1.73962963,1.73962963,1.73962963,,9b796960b3c1d11a39aa76a792f7c613,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,23d293118b37199d,607252,E,18035606,,,GTM,62,1,,gtm,113,1,1,..,,2vcxbg0wdqn1mj8r,,,
72,gv6v45jau3402akp,2018-09-27 12:05:11,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,114,2,5,,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1,0,0,2,7,,2,,1,1,4,3,3,99,99,3,4,2,1,1,1,2,1,1,1,99,4,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,281.6498728,4,,10,,5,6,2018-09-27 12:00:36,1.73962963,1.73962963,1.73962963,,5d09984cb1308c63ead647e5fce6dd38,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,93976823f1c14b46,607252,E,18473304,,,GTM,59,2,,gtm,114,34,1,..,,ckt79vrmqh7qucnf,,,
82,u9ucpsjq003ttvtr,2018-09-27 12:08:53,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,110,2,6,,1,0,0,0,0,0,0,0,0,48,1,0,1,1,1,1,0,0,1,17,I don't remember,2,,1,1,3,99,1,99,99,3,4,5,4,1,1,2,1,3,1,99,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,3,1,1,3,2,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,219.5167222,13,,11,,5,6,2018-09-27 12:05:19,1.73962963,1.73962963,1.73962963,,6ba9fb67cf1c99bb7d93d9c8c6155779,,1,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",,,US,,,,38257c1431602bc2,607252,E,12969881,,,GTM,66,2,,gtm,110,48,1,..,,5kngn626hym369en,,,
78,tu22a2egsqs6vfjv,2018-09-27 12:18:05,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,111,2,5,,1,0,0,0,0,0,0,0,0,36,1,0,1,0,1,1,0,0,1,14,,2,,1,2,4,3,3,1,99,3,4,2,1,1,1,2,1,2,1,99,3,1,2,1,1,Look up claims,Submit online forms,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,3,,,,,,4,3,3,2,4,4,4,1,1,4,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,888.3382938,4,,2,,5,6,2018-09-27 12:03:27,1.73962963,1.73962963,1.73962963,,ff29a12dd8da9ccb6d1c27aa1b3c33ef,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,4c4e882447f28141,607252,E,27591050,,,GTM,58,2,,gtm,111,36,1,..,,0twb12xjna6dnuqe,,,
85,3s754ynnckwh16g5,2018-09-27 12:10:40,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,106,1,4,,0,0,0,0,1,0,1,0,0,36,1,1,1,0,1,1,0,0,1,17,dentaquest,4,,3,3,4,4,4,1,99,4,4,1,3,1,1,3,1,1,1,1,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,241.48206,4,,2,,5,6,2018-09-27 12:06:44,1.220731707,1.220731707,1.220731707,,bf74199435c7cb14223bef1dd60b3f51,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,b240606e83bd4d47,607252,E,41914917,,,GTM,51,1,,gtm,106,36,"5,7",..,,5223zs9upsjcaekx,,,
94,4vzzbzn2u22rxt1j,2018-09-27 12:15:50,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,113,1,6,,0,1,0,0,0,0,0,0,0,16,1,1,1,0,1,1,0,0,1,7,,3,,2,3,4,4,2,1,99,4,4,2,1,1,1,1,1,1,1,1,3,1,1,1,1,costs,nothing,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,2,4,4,3,3,3,3,4,4,4,4,4,3,4,4,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,369.8771467,4,,2,,5,6,2018-09-27 12:09:51,0.639908676,0.639908676,0.639908676,,5c71b55ce98cf1b0ecf26a27bf3aeba2,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,1f83dd761dbf93f1,607252,E,7794706,,,GTM,68,1,,gtm,113,16,2,..,,sum6jay1gx3bv9u8,,,
107,6sd6p3swfu92ks7v,2018-09-27 12:19:26,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,115,2,6,,1,0,0,0,0,0,0,0,0,39,1,1,1,0,1,1,0,0,2,7,,1,,4,2,4,4,4,1,99,1,4,2,1,1,1,1,1,1,1,99,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,2,2,2,1,3,1,3,2,4,1,3,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,224.6703329,12,,11,,3,1,2018-09-27 12:15:49,0.187453184,0.187453184,0.187453184,,867626499e22e0450ad7d93d7ef4fac1,,1,,,,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",,,US,,,,7786062558f0e1ae,607252,E,17280701,,,GTM,66,2,,gtm,115,39,1,ti,,mp3hswf8yz4uf60f,,,
104,n8xmw88kc2pfygzh,2018-09-27 12:19:35,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,107,1,6,,1,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,1,10,,3,,2,1,2,99,2,99,99,2,1,5,3,1,99,3,3,99,99,1,3,3,3,1,1,general information,nothing,4,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,,,,,,,,3,,,,,,3,3,3,2,3,3,4,2,1,4,3,3,3,2,4,4,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,287.0012188,4,,10,,5,6,2018-09-27 12:14:56,0.639908676,0.639908676,0.639908676,,73dc397b2d857107d87a66432424c370,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",,,US,,,,c1d5898e33689844,607252,E,20699409,,,GTM,70,1,,gtm,107,4,1,..,,tdbhsd23mtnaapc6,,,
87,gsuka0n7cska0ppu,2018-09-27 12:37:23,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,110,2,5,,1,0,0,0,0,0,0,0,0,48,1,1,1,1,1,1,0,0,2,7,,2,,1,2,4,4,4,1,99,3,4,2,1,1,1,1,1,1,2,1,3,1,1,1,1,It's been so long that I don't even remember.,Don't know of anything.,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Not sure about the rest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,1808.763174,4,,12,,5,6,2018-09-27 12:07:24,1.73962963,1.73962963,1.73962963,,fa5076564c3d03a6e215f68e30045b2d,,1,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,ed048521a580d054,607252,E,9809226,,,GTM,57,2,,gtm,110,48,1,..,,n1k9xmuz87zk364h,,,
113,res8hyzuks43wc31,2018-09-27 12:21:20,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,107,2,5,,1,0,1,0,0,0,0,0,0,42,1,1,1,0,1,1,0,0,2,17,Gateway,4,,3,1,1,99,4,99,99,99,99,5,2,1,3,2,3,3,3,99,3,3,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,189.3298655,5,,12,,5,6,2018-09-27 12:18:16,1.220731707,1.220731707,1.220731707,,a7819cdcf0ebf11b0f49695ce5c80c99,,1,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,cd6a205288067ebb,607252,E,23902196,,,GTM,62,2,,gtm,107,42,"1,3",..,,beyz6p8yfgqsk4s4,,,
109,t4rp3bnd8wsmsj39,2018-09-27 12:21:36,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,113,1,6,,0,1,0,0,0,0,0,0,0,6,1,0,1,0,1,1,0,0,1,7,,2,,1,2,3,4,4,99,99,4,4,2,99,1,1,99,99,1,1,99,2,2,2,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,2,3,4,3,2,3,3,3,3,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,248.1867447,13,,12,,5,6,2018-09-27 12:17:34,1.73962963,1.73962963,1.73962963,,b8bd92673a0b68cc1fc3cb92031cdcab,,1,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,c5b8c6301662f7f3,607252,E,36626682,,,GTM,78,1,,gtm,113,6,2,..,,ra5xjv8m5qjsvkwq,,,
110,992k9dueavnxa8wn,2018-09-27 12:22:29,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,108,2,5,,1,0,0,0,0,0,0,0,0,17,1,1,1,1,1,1,0,0,1,7,,2,,1,2,3,3,3,99,99,3,3,2,2,1,1,2,1,2,2,99,2,2,3,99,1,To check on a claim,Nothing,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,304.3385222,12,,11,,1,1,2018-09-27 12:17:35,1.73962963,1.73962963,1.73962963,,85161d8d55fb3d2d48c60d56db663117,,1,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,US,,,,d307e43a60177e79,607252,E,14521340,,,GTM,62,2,,gtm,108,17,1,si,,jt6bsbtt3zscpffr,,,
97,4mr3ea5a3xga0hjy,2018-09-27 12:25:07,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,99998,2,4,,1,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,2,7,,2,,1,1,4,3,3,2,2,3,3,2,1,1,1,3,1,2,3,1,3,3,2,3,1,lookup ID card,NA,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,4,,,4,,,2,3,2,3,2,3,2,2,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,913.886169,5,,10,,5,6,2018-09-27 12:10:04,1.73962963,1.73962963,1.73962963,,6cde4eb60dff89ac28d04880d256d988,,1,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,6df6e313e83c065f,607252,E,9191876,,,GTM,52,2,,gtm,99998,6,"1,3",..,,2t1wp575xbqk1jcb,,,
119,6p9j7vju5az7r9c5,2018-09-27 12:28:59,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,105,1,6,,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,2,16,,6,,4,1,3,3,2,99,2,2,2,3,3,2,2,3,2,3,2,99,3,3,2,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,411.3879778,4,,2,,5,6,2018-09-27 12:22:13,0.187453184,0.187453184,0.187453184,,f83bcb90c30aae1755c2cd79534e5152,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,18576095264a9edb,607252,E,23578640,,,GTM,83,1,,gtm,105,4,2,..,,a2dbz0ptjyhjbfz3,,,
124,j1wpysenhd83gbup,2018-09-27 12:42:44,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,111,2,5,,1,0,1,0,0,1,0,0,0,6,1,1,1,1,0,1,0,0,2,13,,2,,1,2,4,4,4,1,2,3,4,2,2,1,1,1,1,2,2,1,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,1018.337117,4,,12,,5,6,2018-09-27 12:25:52,1.73962963,1.73962963,1.73962963,,459851ef8ba3a243b9c40c3ff23b4557,,1,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,fb3aa0c506375af8,607252,E,8762061,,,GTM,60,2,,gtm,111,6,"1,3,6",..,,h79cf4s30mneuuk7,,,
140,yjssfyx26egfjdh3,2018-09-27 12:41:40,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,111,2,5,,1,0,0,0,0,0,0,0,0,48,1,1,1,1,1,1,0,0,4,10,,2,,1,4,4,4,4,1,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,To look at my EOB,Nothing,4,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,4,,,,4,1,2,1,4,4,3,3,2,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,212.102515,4,,10,,5,6,2018-09-27 12:38:17,1.73962963,1.73962963,1.73962963,,c0366fea2e88c7b329deb41a7b53f523,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,baad9d80aaaebad4,607252,E,6697505,,,GTM,62,2,,gtm,111,48,1,..,,2x2h2wd0eqh9hbu0,,,
143,tncm67tpj17cew3c,2018-09-27 12:43:21,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,111,1,6,,1,0,0,0,0,0,0,0,0,34,1,0,1,1,1,1,1,0,2,11,,3,,2,2,4,4,3,1,2,3,4,2,2,1,1,3,1,2,1,1,3,2,2,1,1,Check on claims,Nothing,4,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,3,,,,4,,,,3,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,229.4515736,12,,11,,3,1,2018-09-27 12:39:39,0.639908676,0.639908676,0.639908676,,f4054b049222676fe27a372e71a43985,,1,,,,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,US,,,,164fb4e9959b30e6,607252,E,42300028,,,GTM,66,1,,gtm,111,34,1,ti,,c0jksztsqwpavnqq,,,
138,t4fwps4prsq78rtu,2018-09-27 12:44:30,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,108,2,5,,1,0,0,0,0,0,0,0,0,47,1,0,1,1,0,1,0,0,2,14,,2,,1,2,4,4,4,99,99,4,4,2,2,1,1,1,1,1,1,99,1,1,1,1,1,to check claims and deductables,calculate costs,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,1,4,2,3,3,4,1,3,4,3,4,3,4,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,471.5463235,4,,10,,5,6,2018-09-27 12:36:45,1.73962963,1.73962963,1.73962963,,17082179ee97c6af394878651981d834,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,01d3dc5ce816e845,607252,E,19958109,,,GTM,59,2,,gtm,108,47,1,..,,9cakvf60k9na5wrv,,,
